speaker,text
gonzalo,"heavens keep him from these beasts! for he is, sure, i' the island. "
alonso,lead away. 
ariel,"prospero my lord shall know what i have done: so, king, go safely on to seek thy son. "
caliban,"all the infections that the sun sucks up from bogs, fens, flats, on prosper fall, and make him by inch-meal a disease! his spirits hear me, and yet i needs must curse. but they'll nor pinch, fright me with urchin-shows, pitch me i' the mire, nor lead me, like a firebrand, in the dark out of my way, unless he bid 'em; but for every trifle are they set upon me: sometime like apes, that mow and chatter at me and after bite me; then like hedge-hogs, which lie tumbling in my bare-foot way and mount their pricks at my foot-fall; sometime am i all wound with adders, who with cloven tongues do hiss me into madness.—  "
trinculo,"here's neither bush nor shrub to bear off any weather at all, and another storm brewing; i hear it sing i' the wind: yond same black cloud, yond huge one, looks like a foul bombard that would shed his liquor. if it should thunder as it did before, i know not where to hide my head: yond same cloud cannot choose but fall by pailfuls.—what have we here? a man or a fish? dead or alive? a fish: he smells like a fish; a very ancient and fish-like smell; a kind of not of the newest poor-john. a strange fish! were i in england now,—as once i was,—and had but this fish painted, not a holiday fool there but would give a piece of silver: there would this monster make a man; any strange beast there makes a man. when they will not give a doit to relieve a lame beggar, they will lay out ten to see a dead indian. legg'd like a man! and his fins like arms! warm, o' my troth! i do now let loose my opinion, hold it no longer; this is no fish, but an islander, that hath lately suffered by a thunderbolt. "
stephano," i shall no more to sea, to sea, here shall i die a-shore:—  this is a very scurvy tune to sing at a man's funeral: well, here's my comfort. "
caliban,do not torment me: o! 
stephano,"what's the matter? have we devils here? do you put tricks upon us with savages and men of ind? ha! i have not 'scaped drowning, to be afeard now of your four legs; for it hath been said, as proper a man as ever went on four legs cannot make him give ground: and it shall be said so again while stephano breathes at's nostrils. "
caliban,the spirit torments me: o! 
stephano,"this is some monster of the isle with four legs, who hath got, as i take it, an ague. where the devil should he learn our language? i will give him some relief, if it be but for that: if i can recover him and keep him tame and get to naples with him, he's a present for any emperor that ever trod on neat's-leather. "
caliban,"do not torment me, prithee: i'll bring my wood home faster. "
stephano,"he's in his fit now and does not talk after the wisest. he shall taste of my bottle: if he have never drunk wine afore it will go near to remove his fit. if i can recover him, and keep him tame, i will not take too much for him: he shall pay for him that hath him, and that soundly. "
caliban,"thou dost me yet but little hurt; thou wilt anon, i know it by thy trembling: now prosper works upon thee. "
stephano,"come on your ways: open your mouth; here is that which will give language to you, cat. open your mouth: this will shake your shaking, i can tell you, and that soundly "
trinculo,"i should know that voice: it should be—but he is drowned, and these are devils. o! defend me. "
stephano,"four legs and two voices; a most delicate monster! his forward voice now is to speak well of his friend; his backward voice is to utter foul speeches, and to detract. if all the wine in my bottle will recover him, i will help his ague. come. amen! i will pour some in thy other mouth. "
trinculo,stephano! 
stephano,"doth thy other mouth call me? mercy! mercy! this is a devil, and no monster: i will leave him; i have no long spoon. "
trinculo,"stephano!—if thou beest stephano, touch me, and speak to me; for i am trinculo:—be not afeard—thy good friend trinculo. "
stephano,"if thou beest trinculo, come forth. i'll pull thee by the lesser legs: if any be trinculo's legs, these are they. thou art very trinculo indeed! how cam'st thou to be the siege of this moon-calf? can he vent trinculos? "
trinculo,"i took him to be killed with a thunderstroke. but art thou not drowned, stephano? i hope now thou art not drowned. is the storm overblown? i hid me under the dead mooncalf's gaberdine for fear of the storm. and art thou living, stephano? o stephano! two neapolitans 'scaped! "
stephano,"prithee, do not turn me about: my stomach is not constant. "
stephano,"how didst thou 'scape? how cam'st thou hither? swear by this bottle, how thou cam'st hither. i escaped upon a butt of sack, which the sailors heaved overboard, by this bottle! which i made of the bark of a tree with mine own hands, since i was cast ashore. "
caliban,"i'll swear upon that bottle, to be thy true subject; for the liquor is not earthly. "
stephano,"here: swear then, how thou escapedst. "
trinculo,"swam ashore, man, like a duck: i can swim like a duck, i'll be sworn. "
stephano,"here, kiss the book "
trinculo,o stephano! hast any more of this? 
stephano,"the whole butt, man: my cellar is in a rock by the seaside, where my wine is hid. how now, moon-calf! how does thine ague? "
caliban,hast thou not dropped from heaven? 
stephano,"out o the moon, i do assure thee: i was the man in the moon, when time was. "
caliban,"i have seen thee in her, and i do adore thee; my mistress showed me thee, and thy dog, and thy bush. "
stephano,"come, swear to that; kiss the book; i will furnish it anon with new contents; swear. "
trinculo,"by this good light, this is a very shallow monster.—i afeard of him!—a very weak monster.—the man i' the moon! a most poor credulous monster!—well drawn, monster, in good sooth. "
caliban,"i'll show thee every fertile inch o' the island; and i will kiss thy foot. i prithee, be my god. "
trinculo,"by this light, a most perfidious and drunken monster: when his god's asleep, he'll rob his bottle. "
caliban,i'll kiss thy foot: i'll swear myself thy subject. 
stephano,"come on then; down, and swear. "
trinculo,"i shall laugh myself to death at this puppy-headed monster. a most scurvy monster! i could find in my heart to beat him,— "
stephano,"come, kiss. "
trinculo,but that the poor monster's in drink: an abominable monster! 
caliban,"i'll shew thee the best springs; i'll pluck thee berries; i'll fish for thee, and get thee wood enough. a plague upon the tyrant that i serve! i'll bear him no more sticks, but follow thee, thou wondrous man. "
trinculo,"a most ridiculous monster, to make a wonder of a poor drunkard! "
caliban,"i prithee, let me bring thee where crabs grow; and i with my long nails will dig thee pig-nuts; show thee a jay's nest and instruct thee how to snare the nimble marmozet; i'll bring thee to clust'ring filberts, and sometimes i'll get thee young scamels from the rock. wilt thou go with me? "
stephano,"i prithee now, lead the way, without any more talking.—trinculo, the king and all our company else being drowned, we will inherit here.—here; bear my bottle.—fellow trinculo, we'll fill him by and by again. "
caliban,"farewell, master; farewell, farewell "
trinculo,"a howling monster, a drunken monster. "
caliban," no more dams i'll make for fish, nor fetch in firing at requiring, nor scrape trenchering, nor wash dish, 'ban, 'ban, ca—caliban, has a new master—get a new man.  freedom, high-day! high-day, freedom! freedom! high-day, freedom! "
stephano,o brave monster! lead the way. 
ferdinand,"there be some sports are painful, and their labour delight in them sets off: some kinds of baseness are nobly undergone, and most poor matters point to rich ends. this my mean task would be as heavy to me as odious; but the mistress which i serve quickens what's dead and makes my labours pleasures: o! she is ten times more gentle than her father's crabbed, and he's compos'd of harshness. i must remove some thousands of these logs and pile them up, upon a sore injunction: my sweet mistress weeps when she sees me work, and says such baseness had never like executor. i forget: but these sweet thoughts do even refresh my labours, most busiest when i do it.  "
miranda,"alas! now, pray you, work not so hard: i would the lightning had burnt up those logs that you are enjoin'd to pile! pray, set it down and rest you: when this burns, 'twill weep for having wearied you. my father is hard at study; pray now, rest yourself: he's safe for these three hours. "
ferdinand,"o most dear mistress, the sun will set, before i shall discharge what i must strive to do. "
miranda,"if you'll sit down, i'll bear your logs the while. pray, give me that; i'll carry it to the pile. "
ferdinand,"no, precious creature: i had rather crack my sinews, break my back, than you should such dishonour undergo, while i sit lazy by. "
miranda,"it would become me as well as it does you: and i should do it with much more ease; for my good will is to it, and yours it is against. "
miranda,you look wearily. 
ferdinand,"no, noble mistress; 'tis fresh morning with me when you are by at night. i do beseech you— chiefly that i might set it in my prayers— what is your name? "
miranda,miranda.—o my father! i have broke your hest to say so. 
ferdinand,"admir'd miranda! indeed, the top of admiration; worth what's dearest to the world! full many a lady i have ey'd with best regard, and many a time the harmony of their tongues hath into bondage brought my too diligent ear: for several virtues have i lik'd several women; never any with so full soul but some defect in her did quarrel with the noblest grace she ow'd, and put it to the foil: but you, o you! so perfect and so peerless, are created of every creature's best. "
miranda,"i do not know one of my sex; no woman's face remember, save, from my glass, mine own; nor have i seen more that i may call men than you, good friend, and my dear father: how features are abroad, i am skill-less of; but, by my modesty,— the jewel in my dower,—i would not wish any companion in the world but you; nor can imagination form a shape, besides yourself, to like of. but i prattle something too wildly and my father's precepts i therein do forget. "
ferdinand,"i am in my condition a prince, miranda; i do think, a king;— i would not so!—and would no more endure this wooden slavery than to suffer the flesh-fly blow my mouth.—hear my soul speak:— the very instant that i saw you did my heart fly to your service; there resides, to make me slave to it; and for your sake am i this patient log-man. "
miranda,do you love me? 
ferdinand,"o heaven! o earth! bear witness to this sound, and crown what i profess with kind event if i speak true: if hollowly, invert what best is boded me to mischief! i, beyond all limit of what else i' the world, do love, prize, honour you. "
miranda,i am a fool to weep at what i am glad of. 
ferdinand,wherefore weep you? 
miranda,"at mine unworthiness, that dare not offer what i desire to give; and much less take what i shall die to want. but this is trifling; and all the more it seeks to hide itself the bigger bulk it shows. hence, bashful cunning! and prompt me, plain and holy innocence! i am your wife, if you will marry me; if not, i'll die your maid: to be your fellow you may deny me; but i'll be your servant whether you will or no. "
ferdinand,"my mistress, dearest; and i thus humble ever. "
miranda,my husband then? 
ferdinand,"ay, with a heart as willing as bondage e'er of freedom: here's my hand. "
miranda,"and mine, with my heart in't: and now farewell till half an hour hence. "
ferdinand,a thousand thousand! 
prospero,"so glad of this as they, i cannot be, who are surpris'd withal; but my rejoicing at nothing can be more. i'll to my book; for yet, ere supper time, must i perform much business appertaining. "
stephano,"tell not me:—when the butt is out, we will drink water; not a drop before: therefore bear up, and board 'em.—servant-monster, drink to me. "
trinculo,"servant-monster! the folly of this island! they say there's but five upon this isle: we are three of them; if th' other two be brained like us, the state totters. "
stephano,"drink, servant-monster, when i bid thee: thy eyes are almost set in thy head. "
trinculo,"where should they be set else? he were a brave monster indeed, if they were set in his tail. "
stephano,"my man-monster hath drowned his tongue in sack: for my part, the sea cannot drown me; i swam, ere i could recover the shore, five-and-thirty leagues, off and on, by this light. thou shalt be my lieutenant, monster, or my standard. "
trinculo,"your lieutenant, if you list; he's no standard. "
stephano,"we'll not run, monsieur monster. "
trinculo,"nor go neither: but you'll lie, like dogs; and yet say nothing neither. "
stephano,"moon-calf, speak once in thy life, if thou beest a good moon-calf. "
caliban,"how does thy honour? let me lick thy shoe. i'll not serve him, he is not valiant. "
trinculo,"thou hest, most ignorant monster: i am in case to justle a constable. why, thou deboshed fish thou, was there ever a man a coward that hath drunk so much sack as i to-day? wilt thou tell a monstrous lie, being but half a fish and half a monster? "
caliban,"lo, how he mocks me! wilt thou let him, my lord? "
trinculo,'lord' quoth he!—that a monster should be such a natural! 
caliban,"lo, lo, again! bite him to death, i prithee. "
stephano,"trinculo, keep a good tongue in your head: if you prove a mutineer, the next tree! the poor monster's my subject, and he shall not suffer indignity. "
caliban,i thank my noble lord. wilt thou be pleas'd to hearken once again the suit i made thee? 
stephano,"marry, will i; kneel, and repeat it: i will stand, and so shall trinculo.  "
caliban,"as i told thee before, i am subject to a tyrant, a sorcerer, that by his cunning hath cheated me of the island. "
ariel,thou liest. 
caliban,"thou liest, thou jesting monkey thou; i would my valiant master would destroy thee; i do not lie. "
stephano,"trinculo, if you trouble him any more in his tale, by this hand, i will supplant some of your teeth. "
trinculo,"why, i said nothing. "
stephano,mum then and no more.—
caliban,"i say, by sorcery he got this isle; from me he got it: if thy greatness will, revenge it on him,—for, i know, thou dar'st; but this thing dare not,— "
stephano,that's most certain. 
caliban,thou shalt be lord of it and i'll serve thee. 
stephano,how now shall this be compassed? canst thou bring me to the party? 
caliban,"yea, yea, my lord: i'll yield him thee asleep, where thou may'st knock a nail into his head. "
ariel,thou liest; thou canst not. 
caliban,"what a pied ninny's this! thou scurvy patch!— i do beseech thy greatness, give him blows, and take his bottle from him: when that's gone he shall drink nought but brine; for i'll not show him where the quick freshes are. "
stephano,"trinculo, run into no further danger: interrupt the monster one word further, and, by this hand, i'll turn my mercy out o' doors and make a stock-fish of thee. "
trinculo,"why, what did i? i did nothing. i'll go further off. "
stephano,didst thou not say he hed? 
ariel,thou liest. 
stephano,do i so? take thou that. 
trinculo,"i did not give thee the he:—out o' your wits and hearing too?—a pox o' your bottle! this can sack and drinking do.—a murrain on your monster, and the devil take your fingers! "
caliban,"ha, ha, ha! "
stephano,"now, forward with your tale.—prithee stand further off. "
caliban,beat him enough: after a little time i'll beat him too. 
stephano,"stand further.—come, proceed. "
caliban,"why, as i told thee, 'tis a custom with him i' the afternoon to sleep: there thou may'st brain him, having first seiz'd his books; or with a log batter his skull, or paunch him with a stake, or cut his wezand with thy knife. remember first to possess his books; for without them he's but a sot, as i am, nor hath not one spirit to command: they all do hate him as rootedly as i. burn but his books; he has brave utensils,—for so he calls them,— which, when he has a house, he'll deck withal: and that most deeply to consider is the beauty of his daughter; he himself calls her a nonpareil: i never saw a woman, but only sycorax my dam and she; but she as far surpasseth sycorax as great'st does least. "
stephano,is it so brave a lass? 
caliban,"ay, lord; she will become thy bed, i warrant, and bring thee forth brave brood. "
stephano,"monster, i will kill this man: his daughter and i will be king and queen,—save our graces! and trinculo and thyself shall be viceroys. dost thou like the plot, trinculo? "
trinculo,excellent. 
stephano,"give me thy hand: i am sorry i beat thee; but, while thou livest, keep a good tongue in thy head. "
caliban,within this half hour will he be asleep; wilt thou destroy him then? 
stephano,"ay, on mine honour. "
ariel,this will i tell my master. 
caliban,thou mak'st me merry: i am full of pleasure. let us be jocund: will you troll the catch you taught me but while-ere? 
stephano,"at thy request, monster, i will do reason, any reason: come on, trinculo, let us sing. "
caliban,that's not the tune. 
stephano,what is this same? 
trinculo,"this is the tune of our catch, played by the picture of nobody. "
stephano,"if thou beest a man, show thyself in thy likeness: if thou beest a devil, take't as thou list. "
trinculo,"o, forgive me my sins! "
stephano,he that dies pays all debts: i defy thee.—mercy upon us! 
caliban,art thou afeard? 
stephano,"no, monster, not i. "
caliban,"be not afeard: the isle is full of noises, sounds and sweet airs, that give delight, and hurt not. sometimes a thousand twangling instruments will hum about mine ears; and sometime voices, that, if i then had wak'd after long sleep, will make mesleep again: and then, in dreaming, the clouds methought would open and show riches ready to drop upon me; that, when i wak'd i cried to dream again. "
stephano,"this will prove a brave kingdom to me, where i shall have my music for nothing. "
caliban,when prospero is destroyed. 
stephano,that shall be by and by: i remember the story. 
trinculo,"the sound is going away: let's follow it, and after do our work. "
stephano,"lead, monster; we'll follow.—i would i could see this taborer! he lays it on. wilt come? "
trinculo,"i'll follow, stephano. "
gonzalo,"by'r lakin, i can go no further, sir; my old bones ache: here's a maze trod indeed, through forth-rights, and meanders! by your patience, i needs must rest me. "
alonso,"old lord, i cannot blame thee, who am myself attach'd with weariness, to the dulling of my spirits: sit down, and rest. even here i will put off my hope, and keep it no longer for my flatterer: he is drown'd whom thus we stray to find; and the sea mocks our frustrate search on land. well, let him go. "
alonso,"what harmony is this? my good friends, hark! "
gonzalo,marvellous sweet music! 
alonso,"give us kind keepers, heavens! what were these? "
sebastian,"a living drollery. now i will believe that there are unicorns; that in arabia there is one tree, the phœnix' throne; one phœnix at this hour reigning there. "
antonio,"i'll believe both; and what does else want credit, come to me, and i'll be sworn 'tis true: travellers ne'er did lie, though fools at home condemn them. "
gonzalo,"if in naples i should report this now, would they believe me? if i should say i saw such islanders,— for, certes, these are people of the island,— who, though they are of monstrous shape, yet, note, their manners are more gentle-kind than of our human generation you shall find many, nay, almost any. "
alonso,"i cannot too much muse, such shapes, such gesture, and such sound, expressing,— although they want the use of tongue,—a kind of excellent dumb discourse. "
francisco,they vanish'd strangely. 
sebastian,"no matter, since they have left their viands behind; for we have stomachs.— will't please you to taste of what is here? "
alonso,not i. 
gonzalo,"faith, sir, you need not fear. when we were boys, who would believe that there were mountaineers dew-lapp'd like bulls, whose throats had hanging at them wallets of flesh? or that there were such men whose heads stood in their breasts? which now we find each putter-out of five for one will bring us good warrant of. "
alonso,"i will stand to and feed, although my last; no matter, since i feel the best is past.—brother, my lord the duke, stand to and do as we.  "
ariel,"you are three men of sin, whom destiny— that hath to instrument this lower world and what is in't,—the never-surfeited sea hath caused to belch up you; and on this island where man doth not inhabit; you 'mongst men being most unfit to live. i have made you mad;  "
gonzalo,"i the name of something holy, sir, why stand you in this strange stare? "
alonso,"o, it is monstrous! monstrous! methought the billows spoke and told me of it; the winds did sing it to me; and the thunder, that deep and dreadful organ-pipe, pronounc'd the name of prosper: it did bass my trespass. therefore my son i' th' ooze is bedded; and i'll seek him deeper than e'er plummet sounded, and with him there lie mudded. "
sebastian,"but one fiend at a time, i'll fight their legions o'er. "
antonio,i'll be thy second. 
gonzalo,"all three of them are desperate; their great guilt, like poison given to work a great time after, now 'gins to bite the spirits.—i do beseech you that are of suppler joints, follow them swiftly and hinder them from what this ecstasy may now provoke them to. "
adrian,"follow, i pray you. "
prospero,"if i have too austerely punish'd you, your compensation makes amends; for i have given you here a third of mine own life, or that for which i live; whom once again i tender to thy hand: all thy vexations were but my trials of thy love, and thou hast strangely stood the test: here, afore heaven, i ratify this my rich gift. o ferdinand! do not smile at me that i boast her off, for thou shalt find she will outstrip all praise, and make it halt behind her. "
ferdinand,i do believe it against an oracle. 
prospero,"then, as my gift and thine own acquisition worthily purchas'd, take my daughter: but if thou dost break her virgin knot before all sanctimonious ceremonies may with full and holy rite be minister'd, no sweet aspersion shall the heavens let fall to make this contract grow; but barren hate, sour-ey'd disdain and discord shall bestrew the union of your bed with weeds so loathly that you shall hate it both: therefore take heed, as hymen's lamps shall light you. "
ferdinand,"as i hope for quiet days, fair issue and long life, with such love as 'tis now, the murkiest den, the most opportune place, the strong'st sug gestion our worser genius can, shall never melt mine honour into lust, to take away the edge of that day's celebration when i shall think, or phœbus' steeds are founder'd, or night kept chain'd below. "
prospero,"fairly spoke: sit then, and talk with her, she is thine own. what, ariell my industrious servant ariell  "
ariel,what would my potent master? here i am. 
prospero,"thou and thy meaner fellows your last service did worthily perform; and i must use you in such another trick. go bring the rabble, o'er whom i give thee power, here to this place: incite them to quick motion; for i must bestow upon the eyes of this young couple some vanity of mine art: it is my promise, and they expect it from me. "
ariel,presently? 
prospero,"ay, with a twink. "
ariel,"before you can say, 'come,' and 'go,' and breathe twice; and cry, 'so, so,' each one, tripping on his toe, will be here with mop and mow. do you love me, master? no? "
prospero,dearly my delicate ariel. do not approach till thou dost hear me call. 
ariel,"well, i conceive. "
prospero,"look, thou be true; do not give dalliance too much the rein: the strongest oaths are straw to the fire i' the blood: be more abstemious, or else good night your vow! "
ferdinand,"i warrant you, sir; the white-cold virgin snow upon my heart abates the ardour of my liver. "
prospero,"well.— now come, my ariel! bring a corollary, rather than want a spirit: appear, and pertly. no tongue! all eyes! be silent. "
iris,"ceres, most bounteous lady, thy rich leas of wheat, rye, barley, vetches, oats, and peas; thy turfy mountains, where live nibbling sheep, and flat meads thatch'd with stover, them to keep; thy banks with pioned and twilled brims, which spongy april at thy hest betrims, to make cold nymphs chaste crowns; and thy broom groves, whose shadow the dismissed bachelor loves, being lass-lorn; thy pole-clipt vineyard; and thy sea-marge, sterile and rocky-hard, where thou thyself dost air: the queen o' the sky, whose watery arch and messenger am i, bids thee leave these; and with her sovereign grace, here on this grass-plot, in this very place, to come and sport; her peacocks fly amain: approach, rich ceres, her to entertain.  "
ceres,"hail, many-colour'd messenger, that ne'er dost disobey the wife of jupiter; who with thy saffron wings upon my flowers diffusest honey-drops, refreshing showers: and with each end of thy blue bow dost crown my bosky acres, and my unshrubb'd down, rich scarf to my proud earth; why hath thy queen summon'd me hither, to this short-grass'd green? "
iris,"a contract of true love to celebrate, and some donation freely to estate on the bless'd lovers. "
ceres,"tell me, heavenly bow, if venus or her son, as thou dost know, do now attend the queen? since they did plot the means that dusky dis my daughter got, her and her blind boy's scandal'd company i have forsworn. "
iris,"of her society be not afraid; i met her deity cutting the clouds towards paphos and her son dove-drawn with her. here thought they to have done some wanton charm upon this man and maid, whose vows are, that no bed-rite shall be paid till hymen's torch be lighted; but in vain: mars's hot minion is return'd again; her waspish-headed son has broke his arrows, swears he will shoot no more, but play with sparrows, and be a boy right out. "
ceres,"highest queen of state, great juno comes; i know her by her gait.  "
juno,"how does my bounteous sister? go with me to bless this twain, that they may prosperous be, and honour'd in their issue.  "
juno," honour, riches, marriage-blessing, long continuance, and increasing, hourly joys be still upon you! juno sings her blessings on you.  "
ceres," earth's increase, foison plenty, barns and garners never empty: vines, with clust'ring bunches growing; plants with goodly burden bowing; spring come to you at the farthest in the very end of harvest! scarcity and want shall shun you; ceres' blessing so is on you. "
ferdinand,"this is a most majestic vision, and harmonious charmingly: may i be bold to think these spirits? "
prospero,"spirits, which by mine art i have from their confines call'd to enact my present fancies. "
ferdinand,"let me live here ever: so rare a wonder'd father and a wise, makes this place paradise. "
prospero,"sweet, now, silence! juno and ceres whisper seriously, there's something else to do: hush, and be mute, or else our spell is marr'd. "
iris,"you nymphs, call'd naiades, of the windring brooks, with your sedg'd crowns, and ever-harmless looks, leave your crisp channels, and on this green land answer your summons: juno does command. come, temperate nymphs, and help to celebrate a contract of true love: be not too late.  "
ferdinand,this is strange: your father's in some passion that works him strongly. 
miranda,never till this day saw i him touch'd with anger so distemper'd. 
prospero,"you do look, my son, in a mov'd sort, as if you were dismay'd: be cheerful, sir: our revels now are ended. these our actors, as i foretold you, were all spirits and are melted into air, into thin air: and, like the baseless fabric of this vision, the cloud-capp'd towers, the gorgeous palaces, the solemn temples, the great globe itself, yea, all which it inherit, shall dissolve and, like this insubstantial pageant faded, leave not a rack behind. we are such stuff as dreams are made on, and our little life is rounded with a sleep.—sir, i am vex'd: bear with my weakness; my old brain is troubled. be not disturb'd with my infirmity. if you be pleas'd, retire into my cell and there repose: a turn or two i'll walk, to still my beating mind. "
ferdinand & miranda,we wish your peace. 
prospero,come with a thought!—
ariel,thy thoughts i cleave to. what's thy pleasure? 
prospero,"spirit, we must prepare to meet with caliban. "
ariel,"ay, my commander; when i presented ceres, i thought to have told thee of it; but i fear'd lest i might anger thee. "
prospero,"say again, where didst thou leave these varlets? "
ariel,"i told you, sir, they were red-hot with drinking; so full of valour that they smote the air for breathing in their faces; beat the ground for kissing of their feet; yet always bending towards their project. then i beat my tabor; at which, like unback'd colts, they prick'd their ears, advanc'd their eyelids, lifted up their noses as they smelt music: so i charm'd their ears that, calf-like, they my lowing follow'd through tooth'd briers, sharp furzes, pricking goss and thorns, which enter'd their frail shins: at last i left them i' the filthy-mantled pool beyond your cell, there dancing up to the chins, that the foul lake o'erstunk their feet. "
prospero,"this was well done, my bird. thy shape invisible retain thou still: the trumpery in my house, go bring it hither, for stale to catch these thieves. "
ariel,"i go, i go. "
prospero,"a devil, a born devil, on whose nature nurture can never stick; on whom my pains, humanely taken, are all lost, quite lost; and as with age his body uglier grows, so his mind cankers. i will plague them all, even to roaring.  "
caliban,"pray you, tread softly, that the blind mole may not hear a foot fall: we now are near his cell. "
stephano,"monster, your fairy, which you say is a harmless fairy, has done little better than played the jack with us. "
trinculo,"monster, i do smell all horse-piss; at which my nose is in great indignation. "
stephano,"so is mine.—do you hear, monster? if i should take a displeasure against you, look you,— "
trinculo,thou wert but a lost monster. 
caliban,"good my lord, give me thy favour still: be patient, for the prize i'll bring thee to shall hoodwink this mischance: therefore speak softly; all's hush'd as midnight yet. "
trinculo,"ay, but to lose our bottles in the pool,— "
stephano,"there is not only disgrace and dishonour in that, monster, but an infinite loss. "
trinculo,"that's more to me than my wetting: yet this is your harmless fairy, monster. "
stephano,"i will fetch off my bottle, though i be o'er ears for my labour. "
caliban,"prithee, my king, be quiet. seest thou here, this is the mouth o' the cell: no noise, and enter. do that good mischief, which may make this island thine own for ever, and i, thy caliban, for aye thy foot-licker. "
stephano,give me thy hand: i do begin to have bloody thoughts. 
trinculo,"o king stephano! o peer! o worthy stephano! look, what a wardrobe here is for thee! "
caliban,"let it alone, thou fool; it is but trash. "
trinculo,"o, ho, monster! we know what belongs to a frippery.—o king stephano! "
stephano,"put off that gown, trinculo; by this hand, i'll have that gown. "
trinculo,thy grace shall have it. 
caliban,"the dropsy drown this fooll what do you mean to dote thus on such luggage? let's along, and do the murder first: if he awake, from toe to crown he'll fill our skins with pinches; make us strange stuff. "
stephano,"be you quiet, monster.—mistress line, is not this my jerkin? now is the jerkin under the line: now, jerkin, you are like to lose your hair and prove a bald jerkin. "
trinculo,"do, do: we steal by line and level, an't like your grace. "
stephano,"i thank thee for that jest; here's a garment for't: wit shall not go unrewarded while i am king of this country: 'steal by line and level,' is an excellent pass of pate; there's another garment for't. "
trinculo,"monster, come, put some lime upon your fingers, and away with the rest. "
caliban,"i will have none on't: we shall lose our time, and all be turn'd to barnacles, or to apes with foreheads villanous low. "
stephano,"monster, lay-to your fingers: help to bear this away where my hogshead of wine is, or i'll turn you out of my kingdom. go to; carry this. "
trinculo,and this. 
stephano,"ay, and this.  "
prospero,"hey, mountain, hey! "
ariel,"silver! there it goes, silver! "
prospero,"fury, fury! there, tyrant, there! hark, hark! "
ariel,hark! they roar. 
prospero,"let them be hunted soundly. at this hour lie at my mercy all mine enemies: shortly shall all my labours end, and thou shalt have the air at freedom: for a little, follow, and do me service. "
prospero,"now does my project gather to a head: my charms crack not; my spirits obey, and time goes upright with his carriage. how's the day? "
ariel,"on the sixth hour; at which time, my lord, you said our work should cease. "
prospero,"i did say so, when first i rais'd the tempest. say, my spirit, how fares the king and's followers? "
ariel,"confin'd together in the same fashion as you gave in charge, just as you left them: all prisoners, sir, in the line-grove which weather-fends your cell; they cannot budge till your release. the king, his brother, and yours, abide all three distracted, and the remainder mourning over them, brimful of sorrow and dismay; but chiefly him, that you term'd, sir, 'the good old lord gonzalo:' his tears run down his beard, like winter's drops from eaves of reeds; your charm so strongly works them, that if you now beheld them, your affections would become tender. "
prospero,"dost thou think so, spirit? "
ariel,"mine would, sir, were i human. "
prospero,"and mine shall. hast thou, which art but air, a touch, a feeling of their afflictions, and shall not myself, one of their kind, that relish all as sharply, passion as they, be kindlier mov'd than thou art? though with their high wrongs i am struck to the quick, yet with my nobler reason 'gainst my fury do i take part: the rarer action is in virtue than in vengeance: they being penitent, the sole drift of my purpose doth extend not a frown further. go, release them, ariel. my charms i'll break, their senses i'll restore, and they shall be themselves. "
ariel,"i'll fetch them, sir "
prospero,"ye elves of hills, brooks, standing lakes, and groves; and ye, that on the sands with printless foot do chase the ebbing neptune and do fly him when he comes back; you demi-puppets, that by moonshine do the green sour ringlets make whereof the ewe not bites; and you, whose pastime is to make midnight mushrooms; that rejoice to hear the solemn curfew; by whose aid,— weak masters though ye be—i have bedimm'd the noontide sun, call'd forth the mutinous winds, and 'twixt the green sea and the azur'd vault set roaring war: to the dread-rattling thunder have i given fire and rifted jove's stout oak with his own bolt: the strong-bas'd promontory have i made shake; and by the spurs pluck'd up the pine and cedar: graves at my command have wak'd their sleepers, op'd, and let them forth by my so potent art. but this rough magic i here abjure; and, when i have requir'd some heavenly music,—which even now i do,— to work mine end upon their senses that this airy charm is for, i'll break my staff, bury it certain fathoms in the earth, and, deeper than did ever plummet sound, i'll drown my book. "
ariel," where the bee sucks, there suck i in a cowslip's bell i he: there i couch when owls do cry. on the bat's back i do fly after summer merrily merrily, merrily shall i live now under the blossom that hangs on the bough  "
prospero,"why, that's my dainty ariel! i shall miss thee; but yet thou shalt have freedom;—so, so, so.— to the king's ship, invisible as thou art: there shalt thou find the mariners asleep under the hatches; the master and the boatswain being awake, enforce them to this place, and presently, i prithee. "
ariel,"i drink the air before me, and return or e'er your pulse twice beat. "
gonzalo,"all torment, trouble, wonder, and amazement inhabits here: some heavenly power guide us out of this fearful country! "
prospero,"behold, sir king, the wronged duke of milan, prospero. for more assurance that a living prince does now speak to thee, i embrace thy body; and to thee and thy company i bid a hearty welcome. "
alonso,"whe'r thou beest he or no, or some enchanted trifle to abuse me, as late i have been, i not know: thy pulse beats, as of flesh and blood; and, since i saw thee, th' affliction of my mind amends, with which, i fear, a madness held me: this must crave,— an if this be at all—a most strange story. thy dukedom i resign, and do entreat thou pardon me my wrongs.—but how should prospero be living, and be here? "
prospero,"first, noble friend, let me embrace thine age; whose honour cannot be measur'd, or confin'd. "
gonzalo,"whether this be, or be not, i'll not swear. "
prospero,"you do yet taste some subtilties o' the isle, that will not let you believe things certain.—welcome! my friends all:— "
prospero,"no. for you, most wicked sir, whom to call brother would even infect my mouth, i do forgive thy rankest fault; all of them; and require my dukedom of thee, which, perforce, i know, thou must restore. "
