speaker,text
berowne,"it must be done this afternoon. hark, slave, it is but this: the princess comes to hunt here in the park, and in her train there is a gentle lady: when tongues speak sweetly, then they name her name, and rosaline they call her: ask for her and to her white hand see thou do commend this seal'd-up counsel. "
costard,"gardon, o sweet gardon! better than remuneration; a 'leven-pence farthing better. most sweet gardon! i will do it, sir, in print gardon! remuneration! "
berowne,"and i,— forsooth, in love! i, that have been love's whip; a very beadle to a humorous sigh; a critic, nay, a night-watch constable, a domineering pedant o'er the boy, than whom no mortal so magnificent! this wimpled, whining, purblind, wayward boy, this senior-junior, giant-dwarf, dan cupid; regent of love-rimes, lord of folded arms, the anointed sovereign of sighs and groans, liege of all loiterers and malecontents, dread prince of plackets, king of codpieces, sole imperator and great general of trotting 'paritors: o my little heart! and i to be a corporal of his field, and wear his colours like a tumbler's hoop! what i! i love! i sue! i seek a wife! a woman that is like a german clock, still a-repairing, ever out of frame, and never going aright, being a watch, but being watch'd that it may still go right! nay, to be perjur'd, which is worst of all; and, among three, to love the worst of all; a wightly wanton with a velvet brow, with two pitch balls stuck in her face for eyes; ay, and, by heaven, one that will do the deed though argus were her eunuch and her guard: and i to sigh for her! to watch for her! to pray for her! go to; it is a plague that cupid will impose for my neglect of his almighty dreadful little might. well, i will love, write, sigh, pray, sue, and groan: some men must love my lady, and some joan. "
princess,"was that the king, that spurr'd his horse so hard against the steep uprising of the hill? "
boyet,i know not; but i think it was not he. 
princess,"whoe'er a' was, a' show'd a mounting mind. well, lords, to-day we shall have our dispatch; on saturday we will return to france. then, forester, my friend, where is the bush that we must stand and play the murderer in? "
forester,"hereby, upon the edge of yonder coppice; a stand where you may make the fairest shoot. "
princess,"i thank my beauty, i am fair that shoot, and thereupon thou speak'st the fairest shoot. "
forester,"pardon me, madam, for i meant not so. "
princess,"what, what? first praise me, and again say no? o short-liv'd pride! not fair? alack for woe! "
forester,"yes, madam, fair. "
princess,"nay, never paint me now: where fair is not, praise cannot mend the brow. here, good my glass:—"
forester,nothing but fair is that which you inherit. 
princess,"see, see! my beauty will be sav'd by merit. o heresy in fair, fit for these days! a giving hand, though foul, shall have fair praise. but come, the bow: now mercy goes to kill, and shooting well is then accounted ill. thus will i save my credit in the shoot: not wounding, pity would not let me do't; if wounding, then it was to show my skill, that more for praise than purpose meant to kill. and out of question so it is sometimes, glory grows guilty of detested crimes, when, for fame's sake, for praise, an outward part, we bend to that the working of the heart; as i for praise alone now seek to spill the poor deer's blood, that my heart means no ill. "
boyet,"do not curst wives hold that self-sovereignty only for praise' sake, when they strive to be lords o'er their lords? "
princess,only for praise; and praise we may afford to any lady that subdues a lord.  
boyet,here comes a member of the commonwealth. 
costard,"god dig-you-den all! pray you, which is the head lady? "
princess,"thou shalt know her, fellow, by the rest that have no heads. "
costard,"which is the greatest lady, the highest? "
princess,"the thickest, and the tallest. "
costard,"the thickest, and the tallest! it is so; truth is truth. an your waist, mistress, were as slender as my wit, one o'these maids' girdles for your waist should be fit. are not you the chief woman? you are the thickest here. "
princess,"what's your will, sir? what's your will? "
costard,i have a letter from monsieur berowne to one lady rosaline. 
princess,"o! thy letter, thy letter; he's a good friend of mine. stand aside, good bearer. boyet, you can carve; break up this capon. "
boyet,i am bound to serve. this letter is mistook; it importeth none here: it is writ to jaquenetta. 
princess,"we will read it, i swear. break the neck of the wax, and every one give ear. "
boyet,"by heaven, that thou art fair, is most infallible; true, that thou art beauteous; truth itself, that thou art lovely. more fairer than fair, beautiful than beauteous, truer than truth itself, have commiseration on thy heroical vassal! the magnanimous and most illustrate king cophetua set eye upon the pernicious and indubitate beggar zenelophon, and he it was that might rightly say veni, vidi, vici; which to anatomize in the vulgar—o base and obscure vulgar!—videlicet, he came, saw, and overcame: he came, one; saw, two; overcame, three. who came? the king: why did he come? to see: why did he see? to overcome: to whom came he? to the beggar: what saw he? the beggar. whom overcame he? the beggar. the conclusion is victory: on whose side? the king's; the captive is enriched: on whose side? the beggar's. the catastrophe is a nuptial: on whose side? the king's, no, on both in one, or one in both. i am the king, for so stands the comparison; thou the beggar, for so witnesseth thy lowliness. shall i command thy love? i may: shall i enforce thy love? i could: shall i entreat thy love? i will. what shalt thou exchange for rags? robes; for tittles? titles; for thyself? me. thus, expecting thy reply, i profane my lips on thy foot, my eyes on thy picture, and my heart on thy every part. thine, in the dearest design of industry, don adriano de armado. thus dost thou hear the nemean lion roar 'gainst thee, thou lamb, that standest as his prey: submissive fall his princely feet before, and he from forage will incline to play. but if thou strive, poor soul, what art thou then? food for his rage, repasture for his den. "
princess,what plume of feathers is he that indited this letter? what vane? what weathercock? did you ever hear better? 
boyet,i am much deceiv'd but i remember the style. 
princess,"else your memory is bad, going o'er it erewhile. "
boyet,"this armado is a spaniard, that keeps here in court; a phantasime, a monarcho, and one that makes sport to the prince and his book-mates. "
princess,"thou, fellow, a word. who gave thee this letter? "
costard,i told you; my lord. 
princess,to whom shouldst thou give it? 
costard,from my lord to my lady. 
princess,"from which lord, to which lady? "
costard,"from my lord berowne, a good master of mine, to a lady of france, that he call'd rosaline. "
princess,"thou hast mistaken his letter. come, lords, away. here, sweet, put up this: 'twill be thine another day. "
boyet,who is the suitor? who is the suitor? 
rosaline,shall i teach you to know? 
boyet,"ay, my continent of beauty. "
rosaline,"why, she that bears the bow. finely put off! "
boyet,"my lady goes to kill horns; but, if thou marry, hang me by the neck if horns that year miscarry. finely put on! "
rosaline,"well then, i am the shooter. "
boyet,and who is your deer? 
rosaline,"if we choose by the horns, yourself: come not near. finely put on, indeed! "
maria,"you still wrangle with her, boyet, and she strikes at the brow. "
boyet,but she herself is hit lower: have i hit her now? 
rosaline,"shall i come upon thee with an old saying, that was a man when king pepin of france was a little boy, as touching the hit it? "
boyet,"so may i answer thee with one as old, that was a woman when queen guinever of britain was a little wench, as touching the hit it. "
rosaline," thou canst not hit it, hit it, hit it, thou canst not hit it, my good man.  "
boyet," an i cannot, cannot, cannot, an i cannot, another can.  "
costard,"by my troth, most pleasant: how both did fit it! "
maria,"a mark marvellous well shot, for they both did hit it. "
boyet,"a mark! o! mark but that mark; a mark, says my lady! let the mark have a prick in't, to mete at, if it may be. "
maria,wide o' the bow hand! i' faith your hand is out. 
costard,"indeed a' must shoot nearer, or he'll ne'er hit the clout. "
boyet,"an' if my hand be out, then belike your hand is in. "
costard,then will she get the upshoot by cleaving the pin. 
maria,"come, come, you talk greasily; your lips grow foul. "
costard,"she's too hard for you at pricks, sir: challenge her to bowl. "
boyet,"i fear too much rubbing. good night, my good owl. "
costard,"by my soul, a swain! a most simple clown! lord, lord how the ladies and i have put him down! o' my troth, most sweet jests! most incony vulgar wit! when it comes so smoothly off, so obscenely, as it were, so fit, armado, o' the one side, o! a most dainty man. to see him walk before a lady, and to bear her fan! to see him kiss his hand! and how most sweetly a' will swear! and his page o' t'other side, that handful of wit! ah! heavens, it is a most pathetical nit. "
nathaniel,"very reverend sport, truly: and done in the testimony of a good conscience. "
holofernes,"the deer was, as you know, sanguis, in blood; ripe as a pomewater, who now hangeth like a jewel in the ear of cælo, the sky, the welkin, the heaven; and anon falleth like a crab on the face of terra, the soil, the land, the earth. "
nathaniel,"truly, master holofernes, the epithets are sweetly varied, like a scholar at the least: but, sir, i assure ye, it was a buck of the first head. "
holofernes,"sir nathaniel, haud credo. "
dull,'twas not a haud credo; 'twas a pricket. 
holofernes,"most barbarous intimation! yet a kind of insinuation, as it were, in via, in way, of explication; facere, as it were, replication, or, rather, ostentare, to show, as it were, his inclination,—after his undressed, unpolished, uneducated, unpruned, untrained, or, rather, unlettered, or, ratherest, unconfirmed fashion,—to insert again my haud credo for a deer. "
dull,i said the deer was not a haud credo; 'twas a pricket. 
holofernes,"twice sod simplicity, bis coctus! o! thou monster ignorance, how deformed dost thou look! "
nathaniel,"sir, he hath not fed of the dainties that are bred of a book; he hath not eat paper, as it were; he hath not drunk ink: his intellect is not replenished; he is only an animal, only sensible in the duller parts: and such barren plants are set before us, that we thankful should be, which we of taste and feeling are, for those parts that do fructify in us more than he; for as it would ill become me to be vain, indiscreet, or a fool: so, were there a patch set on learning, to see him in a school: but, omne bene, say i; being of an old father's mind, many can brook the weather that love not the wind. "
dull,"you two are book-men: can you tell by your wit, what was a month old at cain's birth, that's not five weeks old as yet? "
holofernes,"dictynna, goodman dull: dictynna, goodman dull. "
dull,what is dictynna? 
nathaniel,"a title to phœbe, to luna, to the moon. "
holofernes,the moon was a month old when adam was no more; and raught not to five weeks when he came to five-score. the allusion holds in the exchange. 
dull,'tis true indeed: the collusion holds in the exchange. 
holofernes,"god comfort thy capacity! i say, the allusion holds in the exchange. "
dull,"and i say the pollusion holds in the exchange, for the moon is never but a month old; and i say beside that 'twas a pricket that the princess killed. "
holofernes,"sir nathaniel, will you hear an extemporal epitaph on the death of the deer? and, to humour the ignorant, i have call'd the deer the princess killed, a pricket. "
nathaniel,"perge, good master holofernes, perge; so it shall please you to abrogate scurrility. "
holofernes,"i will something affect the letter; for it argues facility.  the preyful princess pierc'd and prick'd a pretty pleasing pricket; some say a sore; but not a sore, till now made sore with shooting. the dogs did yell; put l to sore, then sorel jumps from thicket; or pricket, sore, or else sorel; the people fall a hooting. if sore be sore, then l to sore makes fifty sores one sorel! of one sore i a hundred make, by adding but one more l.  "
nathaniel,a rare talent! 
holofernes,"this is a gift that i have, simple, simple; a foolish extravagant spirit, full of forms, figures, shapes, objects, ideas, apprehensions, motions, revolutions: these are begot in the ventricle of memory, nourished in the womb of pia mater, and delivered upon the mellowing of occasion. but the gift is good in those in whom it is acute, and i am thankful for it. "
nathaniel,"sir, i praise the lord for you, and so may my parishioners; for their sons are well tutored by you, and their daughters profit very greatly under you: you are a good member of the commonwealth. "
holofernes,"mehercle! if their sons be ingenuous, they shall want no instruction; if their daughters be capable, i will put it to them. but, vir sapit qui pauca loquitur. a soul feminine saluteth us.  "
jaquenetta,"god give you good morrow, master parson. "
holofernes,"master parson, quasi pers-on. an if one should be pierced, which is the one? "
costard,"marry, master schoolmaster, he that is likest to a hogshead. "
holofernes,"piercing a hogshead! a good lustre of conceit in a turf of earth; fire enough for a flint, pearl enough for a swine: 'tis pretty; it is well. "
jaquenetta,good master parson 
holofernes,"fauste, precor gelida quando pecus omne sub umbra ruminat, and so forth. ah! good old mantuan. i may speak of thee as the traveller doth of venice:  —venetia, venetia, chi non te vede, non te pretia.  old mantuan! old mantuan! who understandeth thee not, loves thee not. ut, re, sol, la, mi, fa. under pardon, sir, what are the contents? or, rather, as horace says in his—what, my soul, verses? "
nathaniel,"ay, sir, and very learned. "
holofernes,"let me hear a staff, a stanze, a verse: lege, domine. "
nathaniel," if love make me forsworn, how shall i swear to love? ah! never faith could hold, if not to beauty vow'd; though to myself forsworn, to thee i'll faithful prove; those thoughts to me were oaks, to thee like osiers bow'd study his bias leaves and makes his book thine eyes. where all those pleasures live that art would comprehend: if knowledge be the mark, to know thee shall suffice well learned is that tongue that well can thee commend; all ignorant that soul that sees thee without wonder; which is to me some praise that i thy parts admire thy eye jove's lightning bears, thy voice his dreadful thunder, which, not to anger bent, is music and sweet fire. celestial as thou art, o! pardon love this wrong. that sings heaven's praise with such an earthly tongue!  "
holofernes,"you find not the apostrophas, and so miss the accent: let me supervise the canzonet. here are only numbers ratified; but, for the elegancy, facility, and golden cadence of poesy, caret. ovidius naso was the man: and why, indeed, naso, but for smelling out the odoriferous flowers of fancy, the jerks of invention? imitari is nothing; so doth the hound his master, the ape his keeper, the 'tired horse his rider. but, damosella virgin, was this directed to you? "
jaquenetta,"ay, sir; from one monsieur berowne, one of the strange queen's lords. "
holofernes,"i will overglance the superscript: 'to the snow-white hand of the most beauteous lady rosaline.' i will look again on the intellect of the letter, for the nomination of the party writing to the person written unto: 'your ladyship's in all desired employment, berowne.' sir nathaniel, this berowne is one of the votaries with the king; and here he hath framed a letter to a sequent of the stranger queen's which accidentally, or by the way of progression, hath miscarried. trip and go, my sweet;    deliver this paper into the royal hand of the king; it may concern much. stay not thy compliment; i forgive thy duty. adieu. "
jaquenetta,"good costard, go with me. sir, god save your life! "
costard,"have with thee, my girl. "
nathaniel,"sir, you have done this in the fear of god, very religiously; and, as a certain father saith— "
holofernes,"sir, tell not me of the father; i do fear colourable colours. but to return to the verses: did they please you, sir nathaniel? "
nathaniel,marvellous well for the pen. 
holofernes,"i do dine to-day at the father's of a certain pupil of mine; where, if before repast it shall please you to gratify the table with a grace, i will, on my privilege i have with the parents of the foresaid child or pupil, undertake your ben venuto; where i will prove those verses to be very unlearned, neither savouring of poetry, wit, nor invention. i beseech your society. "
nathaniel,and thank you too; for society—saith the text—is the happiness of life. 
holofernes,"and, certes, the text most infallibly concludes it.— "
berowne,"the king he is hunting the deer; i am coursing myself: they have pitched a toil; i am toiling in a pitch,—pitch that defiles: defile! a foul word! well, sit thee down, sorrow! for so they say the fool said, and so say i, and i the fool: well proved, wit! by the lord, this love is as mad as ajax: it kills sheep: it kills me, i a sheep: well proved again o' my side! i will not love; if i do, hang me; i' faith, i will not. o! but her eye,—by this light, but for her eye, i would not love her; yes, for her two eyes. well, i do nothing in the world but lie, and lie in my throat. by heaven, i do love, and it hath taught me to rime, and to be melancholy; and here is part of my rime, and here my melancholy. well, she hath one o' my sonnets already: the clown bore it, the fool sent it, and the lady hath it: sweet clown, sweeter fool, sweetest lady! by the world, i would not care a pin if the other three were in. here comes one with a paper: god give him grace to groan! "
king,ah me! 
king," so sweet a kiss the golden sun gives not to those fresh morning drops upon the rose, as thy eye-beams, when their fresh rays have smote the night of dew that on my cheeks down flows: nor shines the silver moon one half so bright through the transparent bosom of the deep, as doth thy face through tears of mine give light, thou shin'st in every tear that i do weep. no drop but as a coach doth carry thee; so ridest thou triumphing in my woe. do but behold the tears that swell in me, and they thy glory through my grief will show but do not love thyself, then thou wilt keep my tears for glasses, and still make me weep. o queen of queens! how far thou dost excel, no thought can think, nor tongue of mortal tell  how shall she know my griefs? i'll drop the paper: sweet leaves, shade folly. who is he comes here? "
berowne,"now, in thy likeness, one more fool appear! "
longaville,ay me! i am forsworn. 
berowne,"why, he comes in like a perjure, wearing papers. "
king,"in love, i hope: sweet fellowship in shame! "
berowne,one drunkard loves another of the name. 
longaville,am i the first that have been perjur'd so? 
berowne,"i could put thee in comfort: not by two that i know: thou mak'st the triumviry, the corner-cap of society, the shape of love's tyburn, that hangs up simplicity. "
longaville,"i fear these stubborn lines lack power to move. o sweet maria, empress of my love! these numbers will i tear, and write in prose. "
berowne,o! rimes are guards on wanton cupid's hose: disfigure not his slop. 
longaville,"this same shall go.  did not the heavenly rhetoric of thine eye, 'gainst whom the world cannot hold argument, persuade my heart to this false perjury? vows for thee broke deserve not punishment. a woman i forswore; but i will prove, thou being a goddess, i forswore not thee: my vow was earthly, thou a heavenly love; thy grace, being gain'd, cures all disgrace in me. vows are but breath, and breath a vapour is: then thou, fair sun, which on my earth dost shine, exhal'st this vapour-vow; in thee it is: if broken, then, it is no fault of mine: if by me broke, what fool is not so wise to lose an oath to win a paradise!  "
berowne,"this is the liver-vein, which makes flesh a deity; a green goose a goddess; pure, pure idolatry. god amend us, god amend! we are much out o' the way. "
longaville,by whom shall i send this?—company! stay. 
berowne,"all hid, all hid; an old infant play. like a demi-god here sit i in the sky, and wretched fools' secrets heedfully o'er-eye. more sacks to the mill! o heavens! i have my wish.  "
dumaine,o most divine kate! 
berowne,o most profane coxcomb! 
dumaine,"by heaven, the wonder of a mortal eye! "
berowne,"by earth, she is but corporal; there you lie. "
dumaine,her amber hairs for foul have amber quoted. 
berowne,an amber-colour'd raven was well noted. 
dumaine,as upright as the cedar. 
berowne,"stoop, i say; her shoulder is with child. "
dumaine,as fair as day. 
berowne,"ay, as some days; but then no sun must shine. "
dumaine,o! that i had my wish. 
longaville,and i had mine! 
king,"and i mine too, good lord! "
berowne,"amen, so i had mine. is not that a good word? "
dumaine,"i would forget her; but a fever she reigns in my blood, and will remember'd be. "
berowne,"a fever in your blood! why, then incision would let her out in saucers: sweet misprision! "
dumaine,once more i'll read the ode that i have writ. 
berowne,once more i'll mark how love can vary wit. 
dumaine," on a day, alack the day! love, whose month is ever may, spied a blossom passing fair playing in the wanton air: through the velvet leaves the wind, all unseen, 'gan passage find; that the lover, sick to death, wish'd himself the heaven's breath. air, quoth he, thy cheeks may blow; air, would i might triumph so! but alack! my hand is sworn ne'er to pluck thee from thy thorn: vow, alack! for youth unmeet, youth so apt to pluck a sweet. do not call it sin in me, that i am forsworn for thee; thou for whom e'en jove would swear juno but an ethiop were; and deny himself for jove, turning mortal for thy love.  this will i send, and something else more plain, that shall express my true love's fasting pain. o! would the king, berowne, and longaville were lovers too. ill, to example ill, would from my forehead wipe a perjur'd note; for none offend where all alike do dote. "
berowne,now step i forth to whip hypocrisy. 
king,too bitter is thy jest. are we betray'd thus to thy over-view? 
berowne,"not you to me, but i betray'd by you: i, that am honest; i, that hold it sin to break the vow i am engaged in; i am betray'd, by keeping company with men like men, men of inconstancy. when shall you see me write a thing in rime? or groan for joan? or spend a minute's time in pruning me? when shall you hear that i will praise a hand, a foot, a face, an eye, a gait, a state, a brow, a breast, a waist, leg, a limb?— "
king,soft! whither away so fast? true man or a thief that gallops so? 
berowne,"i post from love; good lover, let me go.  "
jaquenetta,god bless the king! 
king,what present hast thou there? 
costard,some certain treason. 
king,what makes treason here? 
costard,"nay, it makes nothing, sir. "
king,"if it mar nothing neither, the treason and you go in peace away together. "
jaquenetta,"i beseech your grace, let this letter be read: our parson misdoubts it; 'twas treason, he said. "
king,"berowne, read it over— "
jaquenetta,of costard. 
king,where hadst thou it? 
costard,"of dun adramadio, dun adramadio. "
king,how now! what is in you? why dost thou tear it? 
berowne,"a toy, my liege, a toy: your grace needs not fear it. "
longaville,"it did move him to passion, and therefore let's hear it. "
king,what? 
berowne,"that you three fools lack'd me fool to make up the mess; he, he, and you, and you my liege, and i, are pick-purses in love, and we deserve to die. o! dismiss this audience, and i shall tell you more. "
dumaine,now the number is even. 
berowne,"true, true; we are four. will these turtles be gone? "
king,"hence, sirs; away! "
costard,"walk aside the true folk, and let the traitors stay. "
berowne,"sweet lords, sweet lovers, o! let us embrace. as true we are as flesh and blood can be: the sea will ebb and flow, heaven show his face; young blood doth not obey an old decree: we cannot cross the cause why we were born; therefore, of all hands must we be forsworn. "
king,what! did these rent lines show some love of thine? 
berowne,"'did they,' quoth you? who sees the heavenly rosaline, that, like a rude and savage man of inde, at the first opening of the gorgeous east, bows not his vassal head, and, strucken blind, kisses the base ground with obedient breast? what peremptory eagle-sighted eye dares look upon the heaven of her brow, that is not blinded by her majesty? "
king,"what zeal, what fury hath inspir'd thee now? my love, her mistress, is a gracious moon; she, an attending star, scarce seen a light. "
berowne,"my eyes are then no eyes, nor i berowne: o! but for my love, day would turn to night. of all complexions the cull'd sovereignty do meet, as at a fair, in her fair cheek; where several worthies make one dignity, where nothing wants that want itself doth seek. lend me the flourish of all gentle tongues,— fie, painted rhetoric! o! she needs it not: to things of sale a seller's praise belongs; she passes praise; then praise too short doth blot. a wither'd hermit, five-score winters worn, might shake off fifty, looking in her eye: beauty doth varnish age, as if new-born, and gives the crutch the cradle's infancy. o! 'tis the sun that maketh all things shine. "
king,"by heaven, thy love is black as ebony. "
berowne,"is ebony like her? o wood divine! a wife of such wood were felicity. o! who can give an oath? where is a book? that i may swear beauty doth beauty lack, if that she learn not of her eye to look: no face is fair that is not full so black. "
king,"o paradox! black is the badge of hell, the hue of dungeons and the scowl of night; and beauty's crest becomes the heavens well. "
berowne,"devils soonest tempt, resembling spirits of light. o! if in black my lady's brows be deck'd, it mourns that painting and usurping hair should ravish doters with a false aspect; and therefore is she born to make black fair. her favour turns the fashion of the days, for native blood is counted painting now: and therefore red, that would avoid dispraise, paints itself black, to imitate her brow. "
dumaine,to look like her are chimney-sweepers black. 
longaville,and since her time are colliers counted bright. 
king,and ethiops of their sweet complexion crack. 
dumaine,"dark needs no candles now, for dark is light. "
berowne,"your mistresses dare never come in rain, for fear their colours should be wash'd away. "
king,"'twere good yours did; for, sir, to tell you plain, i'll find a fairer face not wash'd to-day. "
berowne,"i'll prove her fair, or talk till doomsday here. "
king,no devil will fright thee then so much as she. 
dumaine,i never knew man hold vile stuff so dear. 
longaville,"look, here's thy love: "
berowne,"o! if the streets were paved with thine eyes, her feet were much too dainty for such tread. "
dumaine,"o vile! then, as she goes, what upward lies the street should see as she walk'd over head. "
king,but what of this? are we not all in love? 
berowne,nothing so sure; and thereby all forsworn. 
king,"then leave this chat; and good berowne, now prove our loving lawful, and our faith not torn. "
dumaine,"ay, marry, there; some flattery for this evil. "
longaville,"o! some authority how to proceed; some tricks, some quillets, how to cheat the devil. "
dumaine,some salve for perjury. 
berowne,"o, 'tis more than need. have at you, then, affection's men-at-arms: consider what you first did swear unto, to fast, to study, and to see no woman; flat treason 'gainst the kingly state of youth. say, can you fast? your stomachs are too young, and abstinence engenders maladies. and where that you have vow'd to study, lords, in that each of you hath forsworn his book, can you still dream and pore and thereon look? for when would you, my lord, or you, or you, have found the ground of study's excellence without the beauty of a woman's face? from women's eyes this doctrine i derive: they are the ground, the books, the academes, from whence doth spring the true promethean fire. why, universal plodding poisons up the nimble spirits in the arteries, as motion and long-during action tires the sinewy vigour of the traveller. now, for not looking on a woman's face, you have in that forsworn the use of eyes, and study too, the causer of your vow; for where is any author in the world teaches such beauty as a woman's eye? learning is but an adjunct to ourself, and where we are our learning likewise is: then when ourselves we see in ladies' eyes, do we not likewise see our learning there? o! we have made a vow to study, lords, and in that vow we have forsworn our books: for when would you, my liege, or you, or you, in leaden contemplation have found out such fiery numbers as the prompting eyes of beauty's tutors have enrich'd you with? other slow arts entirely keep the brain, and therefore, finding barren practisers, scarce show a harvest of their heavy toil; but love, first learned in a lady's eyes, lives not alone immured in the brain, but, with the motion of all elements, courses as swift as thought in every power, and gives to every power a double power, above their functions and their offices. it adds a precious seeing to the eye; a lover's eyes will gaze an eagle blind; a lover's ear will hear the lowest sound, when the suspicious head of theft is stopp'd: love's feeling is more soft and sensible than are the tender horns of cockled snails: love's tongue proves dainty bacchus gross in taste. for valour, is not love a hercules, still climbing trees in the hesperides? subtle as sphinx; as sweet and musical as bright apollo's lute, strung with his hair; and when love speaks, the voice of all the gods makes heaven drowsy with the harmony. never durst poet touch a pen to write until his ink were temper'd with love's sighs; o! then his lines would ravish savage ears, and plant in tyrants mild humility. from women's eyes this doctrine i derive: they sparkle still the right promethean fire; they are the books, the arts, the academes, that show, contain, and nourish all the world; else none at all in aught proves excellent. then fools you were these women to forswear, or, keeping what is sworn, you will prove fools. for wisdom's sake, a word that all men love, or for love's sake, a word that loves all men, or for men's sake, the authors of these women; or women's sake, by whom we men are men, let us once lose our oaths to find ourselves, or else we lose ourselves to keep our oaths. it is religion to be thus forsworn; for charity itself fulfils the law; and who can sever love from charity? "
king,"saint cupid, then! and, soldiers, to the field! "
berowne,"advance your standards, and upon them, lords! pell-mell, down with them! but be first advis'd, in conflict that you get the sun of them. "
longaville,now to plain-dealing; lay these glozes by; shall we resolve to woo these girls of france? 
king,and win them too: therefore let us devise some entertainment for them in their tents. 
berowne,"first, from the park let us conduct them thither; then homeward every man attach the hand of his fair mistress: in the afternoon we will with some strange pastime solace them, such as the shortness of the time can shape; for revels, dances, masks, and merry hours, forerun fair love, strewing her way with flowers. "
king,"away, away! no time shall be omitted, that will betime, and may by us be fitted. "
berowne,"allons! allons! sow'd cockle reap'd no corn; and justice always whirls in equal measure: light wenches may prove plagues to men forsworn; if so, our copper buys no better treasure. "
holofernes,satis quod sufficit. 
nathaniel,"i praise god for you, sir: your reasons at dinner have been sharp and sententious; pleasant without scurrility, witty without affection, audacious without impudency, learned without opinion, and strange without heresy. i did converse this quondam day with a companion of the king's, who is intituled, nominated, or called, don adriano de armado. "
holofernes,"novi hominem tanquam te: his humour is lofty, his discourse peremptory, his tongue field, his eye ambitious, his gait majestical, and his general behaviour vain, ridiculous, and thrasonical. he is too picked, too spruce, too affected, too odd, as it were, too peregrinate, as i may call it. "
nathaniel,a most singular and choice epithet. 
holofernes,"he draweth out the thread of his verbosity finer than the staple of his argument. i abhor such fanatical phantasimes, such insociable and point-devise companions; such rackers of orthography, as to speak dout, fine, when he should say, doubt; det, when he should pronounce, debt,—d, e, b, t, not d, e, t: he clepeth a calf, cauf; half, hauf; neighbour vocatur nebour, neigh abbreviated ne. this is abhominable, which he would call abominable,—it insinuateth me of insanie: anne intelligis, domine? to make frantic, lunatic. "
nathaniel,laus deo bone intelligo. 
holofernes,"bone? bone, for bene: priscian a little scratched; 'twill serve.  "
nathaniel,videsne quis venit? 
holofernes,"video, et gaudeo. "
holofernes,"quare chirrah, not sirrah? "
armado,"men of peace, well encountered. "
holofernes,"most military sir, salutation. "
costard,o! they have lived long on the almsbasket of words. i marvel thy master hath not eaten thee for a word; for thou art not so long by the head as honorificabilitudinitatibus: thou art easier swallowed than a flap-dragon. 
moth,peace! the peal begins. 
moth,"yes, yes; he teaches boys the hornbook. what is a, b, spelt backward, with the horn on his head? "
holofernes,"ba, pueritia, with a horn added. "
moth,ba! most silly sheep with a horn. you hear his learning. 
holofernes,"quis, quis, thou consonant? "
moth,"the third of the five vowels, if you repeat them; or the fifth, if i. "
holofernes,"i will repeat them,—a, e, i,— "
moth,"the sheep; the other two concludes it,—o, u. "
armado,"now, by the salt wave of the mediterraneum, a sweet touch, a quick venew of wit! snip, snap, quick and home! it rejoiceth my intellect: true wit! "
moth,offered by a child to an old man; which is wit-old. 
holofernes,what is the figure? what is the figure? 
moth,horns. 
holofernes,"thou disputest like an infant; go, whip thy gig. "
moth,"lend me your horn to make one, and i will whip about your infamy circum circa. a gig of a cuckold's horn. "
costard,"an i had but one penny in the world, thou shouldst have it to buy gingerbread. hold, there is the very remuneration i had of thy master, thou halfpenny purse of wit, thou pigeon-egg of discretion. o! an the heavens were so pleased that thou wert but my bastard, what a joyful father wouldst thou make me. go to; thou hast it ad dunghill, at the fingers' ends, as they say. "
holofernes,o! i smell false latin; dunghill for unguem. 
armado,"arts-man, præambula: we will be singled from the barbarous. do you not educate youth at the charge-house on the top of the mountain? "
holofernes,"or mons, the hill. "
armado,"at your sweet pleasure, for the mountain. "
holofernes,"i do, sans question. "
armado,"sir, it is the king's most sweet pleasure and affection to congratulate the princess at her pavilion in the posteriors of this day, which the rude multitude call the afternoon. "
holofernes,"the posterior of the day, most generous sir, is liable, congruent, and measurable for the afternoon: the word is well culled, chose, sweet and apt, i do assure you, sir; i do assure. "
armado,"sir, the king is a noble gentleman, and my familiar, i do assure ye, very good friend. for what is inward between us, let it pass: i do beseech thee, remember thy curtsy; i beseech thee, apparel thy head: and among other importunate and most serious designs, and of great import indeed, too, but let that pass: for i must tell thee, it will please his grace, by the world, sometime to lean upon my poor shoulder, and with his royal finger, thus dally with my excrement, with my mustachio: but, sweet heart, let that pass. by the world, i recount no fable: some certain special honours it pleaseth his greatness to impart to armado, a soldier, a man of travel, that hath seen the world: but let that pass. the very all of all is, but, sweet heart, i do implore secrecy, that the king would have me present the princess, sweet chuck, with some delightful ostentation, or show, or pageant, or antick, or fire-work. now, understanding that the curate and your sweet self are good at such eruptions and sudden breaking out of mirth, as it were, i have acquainted you withal, to the end to crave your assistance. "
holofernes,"sir, you shall present before her the nine worthies. sir nathaniel, as concerning some entertainment of time, some show in the posterior of this day, to be rendered by our assistance, at the king's command, and this most gallant, illustrate, and learned gentleman, before the princess; i say, none so fit as to present the nine worthies. "
nathaniel,where will you find men worthy enough to present them? 
holofernes,"joshua, yourself; myself, or this gallant gentleman, judas maccabæus; this swain, because of his great limb, or joint, shall pass pompey the great; the page, hercules,— "
armado,"pardon, sir; error: he is not quantity enough for that worthy's thumb: he is not so big as the end of his club. "
