speaker,text
quickly,"that were a jest indeed! they have not so little grace, i hope: that were a trick, indeed! but mistress page would desire you to send her your little page, of all loves: her husband has a marvellous infection to the little page; and, truly, master page is an honest man. never a wife in windsor leads a better life than she does: do what she will, say what she will, take all, pay all, go to bed when she list, rise when she list, all is as she will: and, truly she deserves it; for if there be a kind woman in windsor, she is one. you must send her your page; no remedy. "
falstaff,"why, i will. "
quickly,"nay, but do so, then: and, look you, he may come and go between you both; and in any case have a nay-word, that you may know one another's mind, and the boy never need to understand any thing; for 'tis not good that children should know any wickedness: old folks, you know, have discretion, as they say, and know the world. "
falstaff,"fare thee well: commend me to them both. there's my purse; i am yet thy debtor.—boy, go along with this woman.—"
pistol,"this punk is one of cupid's carriers. clap on more sails; pursue; up with your fights; give fire! she is my prize, or ocean whelm them all! "
falstaff,"sayest thou so, old jack? go thy ways; i'll make more of thy old body than i have done. will they yet look after thee? wilt thou, after the expense of so much money, be now a gainer? good body, i thank thee. let them say 'tis grossly done; so it be fairly done, no matter.  "
bardolph,"sir john, there's one master brook below would fain speak with you, and be acquainted with you: and hath sent your worship a morning's draught of sack. "
falstaff,brook is his name? 
bardolph,"ay, sir. "
falstaff,call him in. 
ford,"bless your, sir! "
falstaff,"and you, sir; would you speak with me? "
ford,i make bold to press with so little preparation upon you. 
falstaff,"you're welcome. what's your will?—give us leave, drawer. "
ford,"sir, i am a gentleman that have spent much: my name is brook. "
falstaff,"good master brook, i desire more acquaintance of you. "
ford,"good sir john, i sue for yours: not to charge you; for i must let you understand i think myself in better plight for a lender than you are: the which hath something emboldened me to this unseasoned intrusion; for, they say, if money go before, all ways do lie open. "
falstaff,"money is a good soldier, sir, and will on. "
ford,"troth, and i have a bag of money here troubles me: if you will help to bear it, sir john, take all, or half, for easing me of the carriage. "
falstaff,"sir, i know not how i may deserve to be your porter. "
ford,"i will tell you, sir, if you will give me the hearing. "
falstaff,"speak, good master brook; i shall be glad to be your servant. "
ford,"sir, i hear you are a scholar,—i will be brief with you, and you have been a man long known to me, though i had never so good means, as desire, to make myself acquainted with you. i shall discover a thing to you, wherein i must very much lay open mine own imperfection; but, good sir john, as you have one eye upon my follies, as you hear them unfolded, turn another into the register of your own, that i may pass with a reproof the easier, sith you yourself know how easy it is to be such an offender. "
falstaff,"very well, sir; proceed. "
ford,"there is a gentlewoman in this town, her husband's name is ford. "
falstaff,"well, sir. "
ford,"i have long loved her, and, i protest to you, bestowed much on her; followed her with a doting observance; engrossed opportunities to meet her; fee'd every slight occasion that could but niggardly give me sight of her; not only bought many presents to give her, but have given largely to many to know what she would have given. briefly, i have pursued her as love hath pursued me; which hath been on the wing of all occasions. but whatsoever i have merited, either in my mind or in my means, meed, i am sure, i have received none; unless experience be a jewel that i have purchased at an infinite rate; and that hath taught me to say this,  love like a shadow flies when substance love pursues; pursuing that that flies, and flying what pursues  "
falstaff,have you received no promise of satisfaction at her hands? 
ford,never. 
falstaff,have you importuned her to such a purpose? 
ford,never. 
falstaff,"of what quality was your love, then? "
ford,like a fair house built upon another man's ground; so that i have lost my edifice by mistaking the place where i erected it. 
falstaff,to what purpose have you unfolded this to me? 
ford,"when i have told you that, i have told you all. some say, that though she appear honest to me, yet in other places she enlargeth her mirth so far that there is shrewd construction made of her. now, sir john, here is the heart of my purpose: you are a gentleman of excellent breeding, admirable discourse, of great admittance, authentic in your place and person, generally allowed for your many war-like, court-like, and learned preparations. "
falstaff,"o, sir! "
ford,"believe it, for you know it. there is money; spend it, spend it; spend more; spend all i have; only give me so much of your time in exchange of it, as to lay an amiable siege to the honesty of this ford's wife: use your art of wooing, win her to consent to you; if any man may, you may as soon as any. "
falstaff,"would it apply well to the vehemency of your affection, that i should win what you would enjoy? methinks you prescribe to yourself very preposterously. "
ford,"o, understand my drift. she dwells so securely on the excellency of her honour, that the folly of my soul dares not present itself: she is too bright to be looked against. now, could i come to her with any detection in my hand, my desires had instance and argument to commend themselves: i could drive her then from the ward of her purity, her reputation, her marriage vow, and a thousand other her defences, which now are too-too strongly embattled against me. what say you to't, sir john? "
falstaff,"master brook, i will first make bold with your money; next, give me your hand; and last, as i am a gentleman, you shall, if you will, enjoy ford's wife. "
ford,o good sir! 
falstaff,i say you shall. 
ford,"want no money, sir john; you shall want none. "
falstaff,"want no mistress ford, master brook; you shall want none. i shall be with her, i may tell you, by her own appointment; even as you came in to me, her assistant or go-between parted from me: i say i shall be with her between ten and eleven; for at that time the jealous rascally knave her husband will be forth. come you to me at night; you shall know how i speed. "
ford,"i am blest in your acquaintance. do you know ford, sir? "
falstaff,"hang him, poor cuckoldly knave! i know him not. yet i wrong him, to call him poor: they say the jealous wittolly knave hath masses of money; for the which his wife seems to me well-favoured. i will use her as the key of the cuckoldly rogue's coffer; and there's my harvest-home. "
ford,"i would you knew ford, sir, that you might avoid him, if you saw him. "
falstaff,"hang him, mechanical salt-butter rogue! i will stare him out of his wits; i will awe him with my cudgel: it shall hang like a meteor o'er the cuckold's horns. master brook, thou shalt know i will predominate over the peasant, and thou shalt he with his wife. come to me soon at night. ford's a knave, and i will aggravate his style; thou, master brook, shalt know him for knave and cuckold. come to me soon at night. "
ford,"what a damned epicurean rascal is this! my heart is ready to crack with impatience. who says this is improvident jealousy? my wife hath sent to him, the hour is fixed, the match is made. would any man have thought this? see the hell of having a false woman! my bed shall be abused, my coffers ransacked, my reputation gnawn at; and i shall not only receive this villanous wrong, but stand under the adoption of abominable terms, and by him that does me this wrong. terms! names! amaimon sounds well; lucifer, well; barbason, well; yet they are devils' additions, the names of fiends: but cuckold! wittol!—cuckold! the devil himself hath not such a name. page is an ass, a secure ass: he will trust his wife; he will not be jealous. i will rather trust a fleming with my butter, parson hugh the welshman with my cheese, an irishman with my aqua-vitæ bottle, or a thief to walk my ambling gelding, than my wife with herself: then she plots, then she ruminates, then she devises; and what they think in their hearts they may effect, they will break their hearts but they will effect. god be praised for my jealousy! eleven o'clock the hour: i will prevent this, detect my wife, be revenged on falstaff, and laugh at page. i will about it; better three hours too soon than a minute too late. fie, fie, fie! cuckold! cuckold! cuckold! "
caius,jack rugby! 
rugby,sir? 
caius,"vat is de clock, jack? "
rugby,"'tis past the hour, sir, that sir hugh promised to meet. "
caius,"by gar, he has save his soul, dat he is no come: he has pray his pible vell, dat he is no come. by gar, jack rugby, he is dead already, if he be come. "
rugby,"he is wise, sir; he knew your worship would kill him, if he came. "
caius,"by gar, de herring is no dead so as i vill kill him. take your rapier, jack; i vill tell you how i vill kill him. "
rugby,"alas, sir! i cannot fence. "
caius,"villany, take your rapier. "
rugby,forbear; here's company.  
host,"bless thee, bully doctor! "
shallow,"save you, master doctor caius! "
page,"now, good master doctor! "
slender,"give you good morrow, sir. "
caius,"vat be all you, one, two, tree, four, come for? "
host,"to see thee fight, to see thee foin, to see thee traverse; to see thee here, to see thee there; to see thee pass thy punto, thy stock, thy reverse, thy distance, thy montant. is he dead, my ethiopian? is he dead, my francisco? ha, bully! what says my æsculapius? my galen? my heart of elder? ha! is he dead, bully stale? is he dead? "
caius,"by gar, he is de coward jack priest of de vorld; he is not show his face. "
host,"thou art a castilian king urinal! hector of greece, my boy! "
caius,"i pray you, bear vitness that me have stay six or seven, two, tree hours for him, and he is no come. "
shallow,"he is the wiser man, master doctor: he is a curer of souls, and you a curer of bodies; if you should fight, you go against the hair of your professions. is it not true, master page? "
page,"master shallow, you have yourself been a great fighter, though now a man of peace. "
shallow,"bodykins, master page, though i now be old and of the peace, if i see a sword out, my finger itches to make one. though we are justices and doctors and churchmen, master page, we have some salt of our youth in us; we are the sons of women, master page. "
page,"'tis true, master shallow. "
shallow,"it will be found so, master page. master doctor caius, i am come to fetch you home. i am sworn of the peace: you have showed yourself a wise physician, and sir hugh hath shown himself a wise and patient churchman. you must go with me, master doctor. "
host,"pardon, guest-justice.—a word, monsieur mockwater. "
caius,mock-vater! vat is dat? 
host,"mock-water, in our english tongue, is valour, bully. "
caius,"by gar, den, i have as mush mock-vater as de englishman. — scurvy jack-dog priest! by gar, me vill cut his ears. "
host,"he will clapper-claw thee tightly, bully. "
caius,clapper-de-claw! vat is dat? 
host,"that is, he will make thee amends. "
caius,"by gar, me do look, he shall clapper-de-claw me; for, by gar, me vill have it. "
host,"and i will provoke him to't, or let him wag. "
caius,me tank you for dat. 
host,"and moreover, bully,—but first, master guest, and master page, and eke cavaliero slender, go you through the town to frogmore. "
page,"sir hugh is there, is he? "
host,he is there: see what humour he is in; and i will bring the doctor about by the fields. will it do well? 
shallow,we will do it. 
"page, shallow, slender","adieu, good master doctor. "
caius,"by gar, me vill kill de priest; for he speak for a jack-an-ape to anne page. "
host,"let him die. sheathe thy impatience; throw cold water on thy choler: go about the fields with me through frogmore: i will bring thee where mistress anne page is, at a farmhouse a-feasting; and thou shalt woo her. cried i aim? said i well? "
caius,"by gar, me tank you for dat: by gar, i love you; and i shall procure-a you de good guest, de earl, de knight, de lords, de gentlemen, my patients. "
host,for the which i will be thy adversary toward anne page: said i well? 
caius,"by gar, 'tis good; vell said. "
host,"let us wag, then. "
caius,"come at my heels, jack rugby. "
evans,"i pray you now, good master slender's serving-man, and friend simple by your name, which way have you looked for master caius, that calls himself doctor of physic? "
simple,"marry, sir, the pittie-ward, the parkward, every way; old windsor way, and every way but the town way. "
evans,i most fehemently desire you you will also look that way. 
simple,"i will, sir. "
evans,"pless my soul! how full of chollors i am, and trempling of mind! i shall be glad if he have deceived me. how melancholies i am! i will knog his urinals about his knave's costard when i have goot opportunities for the 'ork: pless my soul! "
simple,"yonder he is coming, this way, sir hugh. "
evans,he's welcome. 
simple,"no weapons, sir. there comes my master, master shallow, and another gentleman, from frogmore, over the stile, this way. "
evans,"pray you, give me my gown; or else keep it in your arms. "
shallow,"how now, master parson! good morrow, good sir hugh. keep a gamester from the dice, and a good student from his book, and it is wonderful. "
page,"save you, good sir hugh! "
evans,"pless you from his mercy sake, all of you! "
shallow,"what, the sword and the word! do you study them both, master parson? "
page,and youthful still in your doublet and hose! this raw rheumatic day? 
evans,there is reasons and causes for it. 
page,"we are come to you to do a good office, master parson. "
evans,fery well: what is it? 
page,"yonder is a most reverend gentleman, who, belike having received wrong by some person, is at most odds with his own gravity and patience that ever you saw. "
shallow,"i have lived fourscore years and upward; i never heard a man of his place, gravity, and learning, so wide of his own respect. "
evans,what is he? 
page,"i think you know him; master doctor caius, the renowned french physician. "
evans,"got's will, and his passion of my heart! i had as lief you would tell me of a mess of porridge. "
page,why? 
evans,"he has no more knowledge in hibbocrates and galen,—and he is a knave besides; a cowardly knave as you would desires to be acquainted withal. "
page,"i warrant you, he's the man should fight with him. "
shallow,"it appears so, by his weapons. keep them asunder: here comes doctor caius.  "
page,"nay, good master parson, keep in your weapon. "
shallow,"so do you, good master doctor. "
host,"disarm them, and let them question: let them keep their limbs whole and hack our english. "
caius,"i pray you, let-a me speak a word vit your ear: verefore vill you not meet-a me? "
caius,"by gar, you are de coward, de jack dog, john ape. "
caius,"diable!—jack rugby,—mine host de jarretierre,—have i not stay for him to kill him? have i not, at de place i did appoint? "
evans,"as i am a christians soul, now, look you, this is the place appointed: i'll be judgment by mine host of the garter. "
host,"peace, i say, gallia and guallia; french and welsh, soul-curer and body-curer! "
caius,"ay, dat is very good; excellent. "
host,"peace, i say! hear mine host of the garter. am i politic? am i subtle? am i a machiavel? shall i lose my doctor? no; he gives me the potions and the motions. shall i lose my parson, my priest, my sir hugh? no; he gives me the proverbs and the no-verbs. give me thy hand, terrestrial; so;—give me thy hand celestial; so. boys of art, i have deceived you both; i have directed you to wrong places: your hearts are mighty, your skins are whole, and let burnt sack be the issue. come, lay their swords to pawn. follow me, lads of peace; follow, follow, follow. "
shallow,"trust me, a mad host!—follow, gentlemen, follow. "
caius,"ha! do i perceive dat? have you make-a de sot of us, ha, ha? "
evans,"this is well; he has made us his vlouting-stog. i desire you that we may be friends and let us knog our prains together to be revenge on this same scall, scurvy, cogging companion, the host of the garter. "
caius,"by gar, vit all my heart. he promise to bring me vere is anne page: by gar, he deceive me too. "
evans,"well, i will smite his noddles. pray you, follow. "
mrs. page,"nay, keep your way, little gallant: you were wont to be a follower, but now you are a leader. whether had you rather lead mine eyes, or eye your master's heels? "
robin,"i had rather, forsooth, go before you like a man than follow him like a dwarf. "
mrs. page,o! you are a flattering boy: now i see you'll be a courtier.  
ford,"well met, mistress page. whither go you? "
mrs. page,"truly, sir, to see your wife: is she at home? "
ford,"ay; and as idle as she may hang together, for want of company. i think, if your husbands were dead, you two would marry. "
mrs. page,"be sure of that,—two other husbands. "
ford,where had you this pretty weathercock? 
mrs. page,"i cannot tell what the dickens his name is my husband had him of. what do you call your knight's name, sirrah? "
robin,sir john falstaff. 
ford,sir john falstaff! 
mrs. page,"he, he; i can never hit on's name. there is such a league between my good man and he! is your wife at home indeed? "
ford,indeed she is. 
mrs. page,"by your leave, sir: i am sick till i see her. "
ford,"has page any brains? hath he any eyes? hath he any thinking? sure, they sleep; he hath no use of them. why, this boy will carry a letter twenty mile, as easy as a cannon will shoot point-blank twelve score. he pieces out his wife's inclination; he gives her folly motion and advantage: and now she's going to my wife, and falstaff's boy with her. a man may hear this shower sing in the wind: and falstaff's boy with her! good plots! they are laid; and our revolted wives share damnation together. well; i will take him, then torture my wife, pluck the borrowed veil of modesty from the so seeming mistress page, divulge page himself for a secure and wilful actæon; and to these violent proceedings all my neighbours shall cry aim. "
"page, shallow etc.","well met, master ford. "
ford,"trust me, a good knot. i have good cheer at home; and i pray you all go with me. "
shallow,"i must excuse myself, master ford. "
slender,"and so must i, sir: we have appointed to dine with mistress anne, and i would not break with her for more money than i'll speak of. "
shallow,"we have lingered about a match between anne page and my cousin slender, and this day we shall have our answer. "
slender,"i hope i have your good will, father page. "
page,"you have, master slender; i stand wholly for you: but my wife, master doctor, is for you altogether. "
caius,"ay, by gar; and de maid is love-a me: my nursh-a quickly tell me so mush. "
host,"what say you to young master fenton? he capers, he dances, he has eyes of youth, he writes verses, he speaks holiday, he smells april and may: he will carry't, he will carry't; 'tis in his buttons; he will carry't. "
page,"not by my consent, i promise you. the gentleman is of no having: he kept company with the wild prince and pointz; he is of too high a region; he knows too much. no, he shall not knit a knot in his fortunes with the finger of my substance: if he take her, let him take her simply; the wealth i have waits on my consent, and my consent goes not that way. "
ford,"i beseech you heartily, some of you go home with me to dinner: besides your cheer, you shall have sport; i will show you a monster. master doctor, you shall go; so shall you, master page; and you, sir hugh. "
shallow,"well, fare you well: we shall have the freer wooing at master page's. "
caius,"go home, john rugby; i come anon. "
host,"farewell, my hearts: i will to my honest knight falstaff, and drink canary with him. "
all,have with you to see this monster. 
mrs. ford,"what, john! what, robert! "
mrs. page,"quickly, quickly:—is the buckbasket— "
mrs. ford,"i warrant. what, robin, i say!  "
mrs. page,"come, come, come. "
mrs. ford,"here, set it down. "
mrs. page,give your men the charge; we must be brief. 
mrs. ford,"marry, as i told you before, john, and robert, be ready here hard by in the brewhouse; and when i suddenly call you, come forth, and without any pause or staggering, take this basket on your shoulders: that done, trudge with it in all haste, and carry it among the whitsters in datchet-mead, and there empty it in the muddy ditch, close by the thames side. "
mrs. page,you will do it? 
mrs. ford,"i have told them over and over; they lack no direction. be gone, and come when you are called. "
mrs. page,here comes little robin.  
mrs. ford,"how now, my eyas-musket! what news with you? "
robin,"my master, sir john, is come in at your back-door, mistress ford, and requests your company. "
mrs. page,"you little jack-a-lent, have you been true to us? "
robin,"ay, i'll be sworn. my master knows not of your being here, and hath threatened to put me into everlasting liberty if i tell you of it; for he swears he'll turn me away. "
mrs. page,thou'rt a good boy; this secrecy of thine shall be a tailor to thee and shall make thee a new doublet and hose. i'll go hide me. 
mrs. ford,do so. go tell thy master i am alone. 
mrs. page,"i warrant thee; if i do not act it, hiss me. "
mrs. ford,"go to, then: we'll use this unwholesome humidity, this gross watery pumpion; we'll teach him to know turtles from jays.  "
falstaff,"'have i caught my heavenly jewel?' why, now let me die, for i have lived long enough: this is the period of my ambition: o this blessed hour! "
mrs. ford,"o, sweet sir john! "
falstaff,"mistress ford, i cannot cog, i cannot prate, mistress ford. now shall i sin in my wish: i would thy husband were dead. i'll speak it before the best lord, i would make thee my lady. "
mrs. ford,"i your lady, sir john! alas, i should be a pitiful lady. "
falstaff,"let the court of france show me such another. i see how thine eye would emulate the diamond: thou hast the right arched beauty of the brow that becomes the ship-tire, the tire-valiant, or any tire of venetian admittance. "
mrs. ford,"a plain kerchief, sir john: my brows become nothing else; nor that well neither. "
falstaff,"by the lord, thou art a traitor to say so: thou wouldst make an absolute courtier; and the firm fixture of thy foot would give an excellent motion to thy gait in a semi-circled farthingale. i see what thou wert, if fortune thy foe were not, nature thy friend. come, thou canst not hide it. "
mrs. ford,"believe me, there's no such thing in me. "
falstaff,"what made me love thee? let that persuade thee there's something extraordinary in thee. come, i cannot cog and say thou art this and that, like a many of these lisping hawthornbuds, that come like women in men s apparel, and smell like bucklersbury in simple-time; i cannot; but i love thee; none but thee; and thou deservest it. "
mrs. ford,"do not betray me, sir. i fear you love mistress page. "
falstaff,"thou mightst as well say, i love to walk by the counter-gate, which is as hateful to me as the reek of a lime-kiln. "
mrs. ford,"well, heaven knows how i love you; and you shall one day find it. "
falstaff,keep in that mind; i'll deserve it. 
mrs. ford,"nay, i must tell you, so you do, or else i could not be in that mind. "
falstaff,she shall not see me: i will ensconce me behind the arras. 
mrs. ford,"pray you, do so: she's a very tattling woman. "
mrs. page,"o mistress ford! what have you done? you're shamed, you are overthrown, you're undone for ever! "
mrs. ford,"what's the matter, good mistress page? "
mrs. page,"o well-a-day, mistress ford! having an honest man to your husband, to give him such cause of suspicion! "
mrs. ford,what cause of suspicion? 
mrs. page,what cause of suspicion! out upon you! how am i mistook in you! 
mrs. ford,"why, alas, what's the matter? "
mrs. page,"your husband's coming hither, woman, with all the officers of windsor, to search for a gentleman that he says is here now in the house by your consent, to take an ill advantage of his absence: you are undone. "
mrs. page,"pray heaven it be not so, that you have such a man here! but 'tis most certain your husband's coming with half windsor at his heels, to search for such a one. i come before to tell you. if you know yourself clear, why, i am glad of it; but if you have a friend here, convey, convey him out. be not amazed; call all your senses to you: defend your reputation, or bid farewell to your good life for ever. "
mrs. ford,"what shall i do?—there is a gentleman, my dear friend; and i fear not mine own shame so much as his peril: i had rather than a thousand pound he were out of the house. "
mrs. page,"for shame! never stand 'you had rather' and 'you had rather:' your husband's here at hand; bethink you of some conveyance: in the house you cannot hide him. o, how have you deceived me! look, here is a basket: if he be of any reasonable stature, he may creep in here; and throw foul linen upon him, as if it were going to bucking: or—it is whiting-time—send him by your two men to datchet-mead. "
mrs. ford,he's too big to go in there. what shall i do? 
mrs. page,"what, sir john falstaff! are these your letters, knight? "
falstaff,"i love thee, and none but thee; help me away: let me creep in here. i'll never— "
mrs. page,"help to cover your master, boy. call your men, mistress ford. you dissembling knight! "
mrs. ford,"what, john! robert! john! "
ford,"pray you, come near: if i suspect without cause, why then make sport at me; then let me be your jest; i deserve it. how now! what goes here? whither bear you this? "
servant,"to the laundress, forsooth. "
mrs. ford,"why, what have you to do whither they bear it? you were best meddle with buck-washing. "
ford,"buck! i would i could wash myself of the buck! buck, buck, buck! ay, buck; i warrant you, buck; and of the season too, it shall appear. "
page,"good master ford, be contented: you wrong yourself too much. "
ford,"true, master page. up, gentlemen; you shall see sport anon: follow me, gentlemen. "
evans,this is fery fantastical humours and jealousies. 
caius,"by gar, 'tis no de fashion of france; it is not jealous in france. "
page,"nay, follow him, gentlemen; see the issue of his search. "
mrs. page,is there not a double excellency in this? 
mrs. ford,"i know not which pleases me better; that my husband is deceived, or sir john. "
mrs. page,what a taking was he in when your husband asked who was in the basket! 
mrs. ford,i am half afraid he will have need of washing; so throwing him into the water will do him a benefit. 
mrs. page,"hang him, dishonest rascal! i would all of the same strain were in the same distress. "
mrs. ford,i think my husband hath some special suspicion of falstaff's being here; for i never saw him so gross in his jealousy till now. 
mrs. page,i will lay a plot to try that; and we will yet have more tricks with falstaff: his dissolute disease will scarce obey this medicine. 
mrs. ford,"shall we send that foolish carrion mistress quickly to him, and excuse his throwing into the water; and give him another hope, to betray him to another punishment? "
mrs. page,"we will do it: let him be sent for to-morrow, eight o'clock, to have amends.  "
ford,i cannot find him: may be the knave bragged of that he could not compass. 
ford,"ay, i do so. "
mrs. ford,heaven make you better than your thoughts! 
ford,amen! 
mrs. page,"you do yourself mighty wrong, master ford. "
ford,"ay, ay; i must bear it. "
evans,"if there pe any pody in the house, and in the chambers, and in the coffers, and in the presses, heaven forgive my sins at the day of judgment! "
caius,"by gar, nor i too, dere is no bodies. "
page,"fie, fie, master ford! are you not ashamed? what spirit, what devil suggests this imagination? i would not ha' your distemper in this kind for the wealth of windsor castle. "
ford,"'tis my fault, master page: i suffer for it. "
evans,"you suffer for a pad conscience: your wife is as honest a 'omans as i will desires among five thousand, and five hundred too. "
caius,"by gar, i see 'tis an honest woman. "
ford,"well; i promised you a dinner. come, come, walk in the park: i pray you, pardon me; i will hereafter make known to you why i have done this. come, wife; come, mistress page. i pray you, pardon me; pray heartily, pardon me. "
page,"let's go in, gentlemen; but, trust me, we'll mock him. i do invite you to-morrow morning to my house to breakfast; after, we'll a-birding together: i have a fine hawk for the bush. shall it be so? "
ford,any thing. 
evans,"if there is one, i shall make two in the company. "
caius,"if dere be one or two, i shall make-a de turd. "
ford,"pray you go, master page. "
evans,"i pray you now, remembrance to-morrow on the lousy knave, mine host. "
caius,"dat is good; by gar, vit all my heart. "
evans,a lousy knave! to have his gibes and his mockeries! 
fenton,"i see i cannot get thy father's love; therefore no more turn me to him, sweet nan. "
anne,alas! how then? 
fenton,"why, thou must be thyself. he doth object, i am too great of birth, and that my state being gall'd with my expense, i seek to heal it only by his wealth. besides these, other bars he lays before me, my riots past, my wild societies; and tells me 'tis a thing impossible i should love thee but as a property. "
anne,may be he tells you true. 
fenton,"no, heaven so speed me in my time to come! albeit i will confess thy father's wealth was the first motive that i woo'd thee, anne: yet, wooing thee, i found thee of more value than stamps in gold or sums in sealed bags; and 'tis the very riches of thyself that now i aim at. "
anne,"gentle master fenton, yet seek my father's love; still seek it, sir: if opportunity and humblest suit cannot attain it, why, then,—hark you hither. "
shallow,"break their talk, mistress quickly: my kinsman shall speak for himself. "
slender,"i'll make a shaft or a bolt on't. 'slid, 'tis but venturing. "
shallow,be not dismayed. 
slender,"no, she shall not dismay me: i care not for that, but that i am afeard. "
quickly,hark ye; master slender would speak a word with you. 
anne,i come to him. 
quickly,"and how does good master fenton? pray you, a word with you. "
shallow,"she's coming; to her, coz. o boy, thou hadst a father! "
slender,"i had a father, mistress anne; my uncle can tell you good jests of him. pray you, uncle, tell mistress anne the jest, how my father stole two geese out of a pen, good uncle. "
shallow,"mistress anne, my cousin loves you. "
slender,"ay, that i do; as well as i love any woman in glostershire. "
shallow,he will maintain you like a gentlewoman. 
slender,"ay, that i will, come cut and long-tail, under the degree of a squire. "
shallow,he will make you a hundred and fifty pounds jointure. 
anne,"good master shallow, let him woo for himself. "
shallow,"marry, i thank you for it; i thank you for that good comfort. she calls you, coz: i'll leave you. "
anne,"now, master slender. "
slender,"now, good mistress anne.— "
anne,what is your will? 
slender,"my will? od's heartlings! that's a pretty jest, indeed! i ne'er made my will yet, i thank heaven; i am not such a sickly creature, i give heaven praise. "
anne,"i mean, master slender, what would you with me? "
slender,"truly, for mine own part, i would little or nothing with you. your father and my uncle have made motions: if it be my luck, so; if not, happy man be his dole! they can tell you how things go better than i can: you may ask your father; here he comes.  "
page,"now, master slender: love him, daughter anne. why, how now! what does master fenton here? you wrong me, sir, thus still to haunt my house: i told you, sir, my daughter is dispos'd of. "
fenton,"nay, master page, be not impatient. "
mrs. page,"good master fenton, come not to my child. "
page,she is no match for you. 
fenton,"sir, will you hear me? "
page,"no, good master fenton. come, master shallow; come, son slender, in. knowing my mind, you wrong me, master fenton. "
quickly,speak to mistress page. 
fenton,"good mistress page, for that i love your daughter in such a righteous fashion as i do, perforce, against all checks, rebukes and manners, i must advance the colours of my love and not retire: let me have your good will. "
anne,"good mother, do not marry me to yond fool. "
mrs. page,i mean it not; i seek you a better husband. 
quickly,"that's my master, master doctor. "
anne,"alas! i had rather be set quick i' the earth, and bowl'd to death with turnips. "
mrs. page,"come, trouble not yourself. good master fenton, i will not be your friend nor enemy: my daughter will i question how she loves you, and as i find her, so am i affected. 'till then, farewell, sir: she must needs go in; her father will be angry. "
fenton,"farewell, gentle mistress. farewell, nan. "
quickly,"this is my doing, now: 'nay,' said i, 'will you cast away your child on a fool, and a physician? look on master fenton.' this is my doing. "
fenton,"i thank thee: and i pray thee, once to-night give my sweet nan this ring. there's for thy pains. "
quickly,now heaven send thee good fortune! 
falstaff,"bardolph, i say,— "
bardolph,"here, sir. "
falstaff,go fetch me a quart of sack; put a toast in't. 
bardolph,"here's mistress quickly, sir, to speak with you. "
falstaff,"come, let me pour in some sack to the thames water, for my belly's as cold as if i had swallowed snowballs for pills to cool the reins. call her in. "
bardolph,"come in, woman.  "
quickly,by your leave. i cry you mercy: give your worship good morrow. 
falstaff,take away these chalices. go brew me a pottle of sack finely. 
bardolph,"with eggs, sir? "
falstaff,simple of itself; i'll no pullet-sperm in my brewage. 
quickly,"marry, sir, i come to your worship from mistress ford. "
falstaff,mistress ford! i have had ford enough; i was thrown into the ford; i have my belly full of ford. 
quickly,"alas the day! good heart, that was not her fault: she does so take on with her men; they mistook their erection. "
falstaff,"so did i mine, to build upon a foolish woman's promise. "
quickly,"well, she laments, sir, for it, that it would yearn your heart to see it. her husband goes this morning a-birding: she desires you once more to come to her between eight and nine. i must carry her word quickly: she'll make you amends, i warrant you. "
falstaff,"well, i will visit her: tell her so; and bid her think what a man is: let her consider his frailty, and then judge of my merit. "
quickly,i will tell her. 
falstaff,"do so. between nine and ten, sayest thou? "
quickly,"eight and nine, sir. "
falstaff,"well, be gone: i will not miss her. "
quickly,"peace be with you, sir. "
falstaff,i marvel i hear not of master brook; he sent me word to stay within. i like his money well. o! here he comes.  
ford,"bless you, sir! "
falstaff,"now, master brook, you come to know what hath passed between me and ford's wife? "
ford,"that, indeed, sir john, is my business. "
falstaff,"master brook, i will not lie to you: i was at her house the hour she appointed me. "
ford,"and how sped you, sir? "
falstaff,"very ill-favouredly, master brook. "
ford,"how so, sir? did she change her determination? "
falstaff,"no, master brook; but the peaking cornuto her husband, master brook, dwelling in a continual 'larum of jealousy, comes me in the instant of our encounter, after we had embraced, kissed, protested, and, as it were, spoke the prologue of our comedy; and at his heels a rabble of his companions, thither provoked and instigated by his distemper, and, forsooth, to search his house for his wife's love. "
ford,what! while you were there? 
falstaff,while i was there. 
ford,"and did he search for you, and could not find you? "
falstaff,"you shall hear. as good luck would have it, comes in one mistress page; gives intelligence of ford's approach; and in her invention, and ford's wife's distraction, they conveyed me into a buck-basket. "
ford,a buck-basket! 
falstaff,"by the lord, a buck-basket! rammed me in with foul shirts and smocks, socks, foul stockings, greasy napkins; that, master brook, there was the rankest compound of villanous smell that ever offended nostril. "
ford,and how long lay you there? 
